0.0,10.0,-0.5,-0.5,0.0,10.0,0.0,0.0,0.5
0.5,10.0,-0.5,-0.5,0.5,10.0,1.0,0.0,0.5
0.0,0.0,0.0,0.5,0.0,0.0,5.0,0.0,0.5
1.0,0.0,0.0,0.5,1.0,0.0,10.0,0.0,0.5
2.0,0.0,0.0,0.5,2.0,0.0,13.0,0.0,0.5
3.0,0.0,0.0,0.5,3.0,0.0,17.0,0.0,0.5
0.0,10.0,0.0,0.0,0.0,0.0,3.0,1.0,0.5
0.5,10.0,0.0,0.0,0.5,10.0,0.0,0.0,0.5
0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.5
1.0,0.0,0.0,0.0,1.0,0.0,9.0,0.0,0.5
2.0,0.0,0.0,0.0,2.0,0.0,12.0,0.0,0.5
3.0,0.0,0.0,0.0,3.0,0.0,16.0,0.0,0.5
-9.050562701381291e-09,9.70584359419804,-2.2626406753453228e-08,-0.7353910145049013,0.0,0.0,3.0,1.0,0.5
0.5,10.0,0.0,0.0,0.5,0.0,3.0,1.0,0.5
0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.5
1.0,0.0,0.0,0.0,1.0,0.0,8.0,0.0,0.5
2.0,0.0,0.0,0.0,2.0,0.0,11.0,0.0,0.5
3.0,0.0,0.0,0.0,3.0,0.0,15.0,0.0,0.5
-5.8859532201277854e-08,9.352855966713332,-1.245224237497414e-07,-0.8824690687117727,0.0,0.0,3.0,1.0,0.5
0.5407243029517225,9.732847481705717,0.10181075737930607,-0.6678812957357083,0.5,0.0,3.0,1.0,0.5
0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.5
1.0,0.0,0.0,0.0,1.0,0.0,7.0,0.0,0.5
2.0,0.0,0.0,0.0,2.0,0.0,10.0,0.0,0.5
3.0,0.0,0.0,0.0,3.0,0.0,14.0,0.0,0.5
-0.02514784743505499,8.986021414456104,-0.06286947143880697,-0.9170863806430697,0.0,0.0,3.0,1.0,0.5
0.5759149514259646,9.432990157208293,0.08797662118560547,-0.7496433112435583,0.5,0.0,3.0,1.0,0.5
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5
1.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,0.5
2.0,0.0,0.0,0.0,2.0,0.0,9.0,0.0,0.5
3.0,0.0,0.0,0.0,3.0,0.0,13.0,0.0,0.5
-0.036309333288413057,8.618495332070724,-0.02790371463339516,-0.9188152059634506,0.0,0.0,3.0,1.0,0.5
0.5882927312396012,9.103685438843273,0.030944449534091603,-0.8232617959125503,0.5,0.0,3.0,1.0,0.5
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
1.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.5
2.0,0.0,0.0,0.0,2.0,0.0,8.0,0.0,0.5
3.0,0.0,0.0,0.0,3.0,0.0,12.0,0.0,0.5
-0.04963745808358364,8.251041442324754,-0.03332031198792646,-0.9186347243649281,0.0,0.0,3.0,1.0,0.5
0.602607905024038,8.80866906881548,0.03578793446109206,-0.7375409250694851,0.5,0.0,3.0,1.0,0.5
0.0,0.0,0.0,0.0,1.0,10.0,3.0,1.0,0.5
1.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.5
2.0,0.0,0.0,0.0,2.0,0.0,7.0,0.0,0.5
3.0,0.0,0.0,0.0,3.0,0.0,11.0,0.0,0.5
-0.060374037571641545,7.883502701698821,-0.026841448720144746,-0.9188468515648318,0.0,0.0,3.0,1.0,0.5
0.6125522246171032,8.485101266773864,0.024860798982662982,-0.8089195051040392,0.5,0.0,3.0,1.0,0.5
-0.25838691445011686,-0.028917165160990646,-0.6459672861252921,-0.07229291290247661,1.0,10.0,3.0,1.0,0.5
1.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.5
2.0,0.0,0.0,0.0,2.0,0.0,6.0,0.0,0.5
3.0,0.0,0.0,0.0,3.0,0.0,10.0,0.0,0.5
-0.06682432643493977,7.515863756844525,-0.01612572215824555,-0.9190973621357397,0.0,0.0,3.0,1.0,0.5
0.6179894647141484,8.168075396779072,0.013593100242612873,-0.7925646749869795,0.5,0.0,3.0,1.0,0.5
-0.49886085788175705,0.06993769071587731,-0.6011848585791004,0.24713713969216988,1.0,10.0,3.0,1.0,0.5
1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.5
2.0,0.0,0.0,0.0,2.0,0.0,5.0,0.0,0.5
3.0,0.0,0.0,0.0,3.0,0.0,9.0,0.0,0.5
-0.07188713385114874,7.148203087230455,-0.012657018540522428,-0.9191516740351752,0.0,0.0,3.0,1.0,0.5
0.6222699240407987,7.84809276047456,0.010701148316625829,-0.7999565907612796,0.5,0.0,3.0,1.0,0.5
-0.6163625235384825,0.29819115431839655,-0.29375416414181366,0.570633659006298,1.0,10.0,3.0,1.0,0.5
1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.5
2.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,0.5
3.0,0.0,0.0,0.0,3.0,0.0,8.0,0.0,0.5
-0.07157824352396877,6.780507690758368,0.0007722258179499151,-0.9192384911802194,0.0,0.0,3.0,1.0,0.5
0.6246798313656137,7.525946731475279,0.006024768312037263,-0.8053650724982027,0.5,0.0,3.0,1.0,0.5
-0.6542888421381743,0.5554101162117117,-0.0948157964992293,0.6430474047332877,1.0,10.0,3.0,1.0,0.5
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5
